job_title,company_name,city,fully_anonymous,posting_date_parsed,days_since_posted,primary_category,job_domain,job_domain_group,career_level,years_exp_min,years_exp_max,education_level,contract_type,workplace_mode,is_full_time,is_part_time,is_freelance,is_remote,is_hybrid,is_onsite,salary_disclosed,sal_min,sal_max,sal_min_egp,sal_max_egp,currency,pay_period,technical_skills,soft_skills,skill_count,job_categories
Senior Full-Stack Developer (.NET & Angular),Roaya,Cairo,False,2026-02-18 00:00:00,60,Creative/Design/Art,Creative/Design/Art,Design/UX,Experienced (Non-Manager),3,7,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Angular, .Net, Asp.Net Core, Cloud Computing, Javascript']",,5,Creative/Design/Art | IT/Software Development | Engineering - Telecom/Technology
Service Desk Manager,NUMENTIS,Cairo,False,2026-02-18 00:00:00,60,Customer,Customer Service/Support,IT Support,Manager,7,7,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Microsoft Windows, Macos, Network Administration, Information Security, Microsoft Office 365']",,5,Customer Service/Support | IT/Software Development
IT Technical Office Engineer,Amer Vision Group,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,5,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['• Preparing And Reviewing Technical Documents, Boqs, And Specifications Related To It Systems. • Following Up On It Project Requirements With The Execution Team And Suppliers. • Assisting In Preparing Technical Submittals, Material Approvals, And Shop Dra, • Following Up On It Project Requirements With The Execution Team And Suppliers., • Assisting In Preparing Technical Submittals, And Shop Drawings (If Applicable)., • Coordinating With Different Departments To Ensure Alignment With Project Requirements., • Supporting The It Department In Technical And Administrative Tasks., • Monitoring Project Progress And Reporting To Management When Required.']",,11,IT/Software Development
Senior Odoo Developer – Full Stack,TopLine,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,3,Bachelor's Degree,Full Time,Fully Remote,True,False,False,True,False,False,False,,,,,,,"['Odoo, Python, Odoo Crm, Postgresql, Restful Api Integration, Version Control (Git), Odoo Development, Python Programming, Full Stack Web Development, Javascript, Html5 & Css3, Remote Collaboration, Git, Html5, Css3, Qweb, Xml, Json, Jwt, Webhooks, Oauth2']",,21,IT/Software Development
SR. Oracle Financial Consultant,Elsewedy industries,Cairo,False,2026-02-18 00:00:00,60,Accounting/Finance,Accounting/Finance,IT Finance/ERP,Experienced (Non-Manager),8,8,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Oracle Pl/Sql, Oracle Ebs, Oracle Ebs R12, Manufacturing & Costing, Oracle, Oracle Database, Oracle Db']",,7,Accounting/Finance | IT/Software Development
IT Engineer,MINISO LIFE,Cairo,False,2026-02-18 00:00:00,60,Installation/Maintenance/Repair,Installation/Maintenance/Repair,Field/Support IT,Experienced (Non-Manager),2,4,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Provide Technical Support For Hardware, Networks & Pos., Troubleshoot It Issues Across Branches., Install & Maintain Pcs, Printers, Routers, And Cctv., Ensure Proper Functioning Of Erp, Emails & Internal Systems., Monitor Network Performance And Data Security., Coordinate With External It Vendors., Bachelor’S In It / Cs Or Related Field., 1–3 Years Of Experience (Retail Experience Is A Plus)., Strong Knowledge Of Networks & Windows Os., Pos/Erp Experience Preferred., Problem-Solving Skills & Ability To Handle Multi-Site Support.']",,16,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology
AI Engineer,Confidential,Cairo,True,2026-02-18 00:00:00,60,IT/Software,Analyst/Research,Data/Analytics,Experienced (Non-Manager),3,5,No Degree Requirement Listed,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Python, Agentic, Agentic Frameworks, Machine Learning, Deep Learning, Natural Language Processing (Nlp), Data Analysis, Tensorflow, Pytorch, Problem-Solving, Analytical Skills']",Communication,11,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology
Service Desk,Elsewedy industries,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),1,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Service Desk Management, Technical Troubleshooting, Team Leadership, It Support, Incident Management, Process Improvement']",Customer Service,6,IT/Software Development
Odoo implementer,Flojics,Cairo,False,2026-02-18 00:00:00,60,Accounting/Finance,Accounting/Finance,IT Finance/ERP,Experienced (Non-Manager),3,6,No Degree Requirement Listed,Full Time,Fully Remote,True,False,False,True,False,False,False,,,,,,,"['English Speaking, Odoo Erp, Accounting, Software Development']",,4,Accounting/Finance | IT/Software Development
Data Analyst,Sakr Group,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Analyst/Research,Data/Analytics,Experienced (Non-Manager),1,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Sap, Power Bi, Tableau, Microsoft Office']",,4,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology
ERP Application Consultant,Bee Informatic tecknology,Giza,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),1,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Erp, Accounting, Information Technology (It), Ms Sql, Troubleshooting, Uat, Sql, Testing, Xml']",Communication Skills,9,IT/Software Development | Engineering - Telecom/Technology
Senior Product Manager,Boca Pro,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,7,No Degree Requirement Listed,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Product Management, Linear, Jira']",Project Management,3,IT/Software Development
Wordpress Developer,Confidential,Cairo,True,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,6,Bachelor's Degree,Full Time,Fully Remote,True,True,False,True,False,False,False,,,,,,,"['Elementor, Square Pos, Wordpress Development, Ux Design, Ui Design, Woocommerce, E-Commerce Development, Website Optimization, Booking Systems, Conversion Optimization, Technical Guidance, Diligent, Hardworking, Square Api Rest Api Php Wordpress Development Cro Logistics Integration Inventory Sync']",Problem Solving,14,IT/Software Development
Senior Full Stack Laravel Developer,Boca Pro,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),5,8,No Degree Requirement Listed,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Css, Php, Sql, Tailwindcss, Alpinejs, Livewire, Laravel, Javascript, React']",,9,IT/Software Development
Senior Oracle Developer,Elsewedy industries,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),5,7,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Oracle, Oracle Ebs R12, Technical Development, Sql, Pl/Sql, Scm, Hrms, Oracle Forms, Oracle Reports, Oracle Xml Publisher']",,10,IT/Software Development
Front End Developer,ElDawlya Company,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,7,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Html5, Css3, React.Js, Next.Js, Angular, Javascript (Es6+)']",,6,IT/Software Development
Technical Support Specialist - Alexandria,EELU,Alexandria,False,2026-02-18 00:00:00,60,Customer,Customer Service/Support,IT Support,Experienced (Non-Manager),1,2,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Information Technology (It), Technical Support']",,2,Customer Service/Support | IT/Software Development | Engineering - Telecom/Technology
IT Specialist,Vero foods,Cairo,False,2026-02-18 00:00:00,60,Installation/Maintenance/Repair,Installation/Maintenance/Repair,Field/Support IT,Experienced (Non-Manager),3,5,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,True,10000.0,12000.0,10000.0,12000.0,EGP,Month,"['It Service Management, Hardware Support']",,2,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology
Sales Analyst,Kgroup,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Analyst/Research,Data/Analytics,Experienced (Non-Manager),1,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Microsoft Excel, Power Bi, Tableau, Crm Systems, Erp Systems, Sql, Data Analysis & Interpretation, Sales Performance Tracking, Reporting & Dashboard Creation, Forecasting & Trend Analysis, Business Acumen, Communication & Presentation Skills']",Attention To Detail,12,IT/Software Development | Analyst/Research | Sales/Retail
SAP MM Analyst,MK Enterprise,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),4,4,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Sap Mm Configuration, Procurement Process Management, Inventory Management, Business Process Analysis, Sap Integration, Troubleshooting And Problem-Solving, User Training And Support, Documentation, Communication']",Project Management,9,IT/Software Development | Engineering - Telecom/Technology
Junior Database Administration,MTS,Alexandria,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),1,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Sql, Mongodb']",,2,IT/Software Development | Engineering - Telecom/Technology
Full time Senior VB6 Developer,Sinmar Soft,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),5,5,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Vb6, Visual Basic 6']",,2,IT/Software Development
ERP Technical Support,Sinmar Soft,Cairo,False,2026-02-18 00:00:00,60,Customer,Customer Service/Support,IT Support,Experienced (Non-Manager),2,8,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,True,10000.0,15000.0,10000.0,15000.0,EGP,Month,"['Information Technology, Technical Support, Customer Service']",,3,Customer Service/Support | IT/Software Development
Odoo Techno-Functional Consultant & Team Lead,softprimes,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Project/Program Management,IT Management,Manager,7,12,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Software Development, Odoo Erp, Payroll, Crm, Inventory, Manufacturing, Orm, Rest/Soap, Middleware Solutions, Python, Business Administration, English']",Project Management,12,IT/Software Development | Project/Program Management
Senior Software Engineer - MS Dynamics CRM,Link Development,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,7,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Crm, Microsoft Dynamics, .Net, Power Bi, Azure']",,5,IT/Software Development | Engineering - Telecom/Technology
Junior IT Help Desk,UNI Power,Giza,False,2026-02-18 00:00:00,60,Installation/Maintenance/Repair,Installation/Maintenance/Repair,Field/Support IT,Entry Level (Junior Level / Fresh Grad),0,2,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Information Technology (It), Troubleshooting, Hardware Troubleshooting, Hardware Maintenance, Help Desk Support, Technical Support, Active Directory, Network Troubleshooting, Operating Systems, Remote Desktop Support, Communication Skills']","Customer Service, Problem Solving",11,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology
ServiceNow Implementation Consultant,Confidential,Cairo,True,2026-02-18 00:00:00,60,Accounting/Finance,Accounting/Finance,IT Finance/ERP,Experienced (Non-Manager),2,6,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Servicenow, Servicenow Itsm, Servicenow Itom, Servicenow Hrsd, Servicenow Csm, Servicenow Configuration, Business Rules, Workflow Design, Glidescript, Javascript, Rest Apis, Soap, System Integration, Itil, Api Integration']",,15,Accounting/Finance | IT/Software Development | Engineering - Telecom/Technology
IT Specialist,Ibn Sina Pharma,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),1,2,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Information Technology (It), Information Systems, Ccna, Mcsa, English, Computer Science']",,6,IT/Software Development | Engineering - Telecom/Technology
Product Owner,National Technology,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),1,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Software Development, Jira, Trello, Azure Devops Server, Azure Devops, Scrum/Kanban, Lims Systems, Business Administration, Agile']",,9,IT/Software Development
Junior Help Desk Specialist,Rameda,Giza,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),0,1,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Information Technology (It), Computer Engineering, Computer Skills, Problem-Solving, Technical Troubleshooting, Teamwork']","Communication, Time Management",6,IT/Software Development | Engineering - Telecom/Technology
Senior Python Developer,Advanced control,Giza,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),5,5,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Python, Django, Vue.Js, Mongodb, Microservices, Laravel, Node.Js']",,7,IT/Software Development | Engineering - Telecom/Technology
Senior Mechatronics Engineer,El Delta Electronic Systems,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Engineering - Mechanical/Electrical,Other IT,Experienced (Non-Manager),7,10,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Mechatronics Engineering, Robotics, Control Systems, Plc Programming, Cad Design, Automation Systems, Technical Documentation, Team Leadership, Solidworks, Matlab, Simulink']","Project Management, Problem Solving",11,IT/Software Development | Engineering - Telecom/Technology | Engineering - Mechanical/Electrical
Cloud Operations Senior Engineer,El Delta Electronic Systems,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),5,7,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Vmware Certified Professional (Vcp) Required (Vcap Preferred)., Strong Expertise In Nsx-T, Vsan, Automation Tools., Experience In High-Availability And Dr Environments., Information Technology (It), Vmware, Security, Computer Science']",,9,IT/Software Development
IT Director,T&C Garments,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,"Senior Management (CEO, GM, Director, Head)",8,20,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Software Engineering, Erp System, It Strategy, Budget Management, Team Leadership, Vendor Management, Network Administration, System Security, Cloud Computing, Data Analysis, Erp Systems, Agile Methodologies, Devops, Cybersecurity']",Project Management,14,IT/Software Development | Engineering - Telecom/Technology
Odoo Developer,Naguib Selim,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,4,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,True,35000.0,40000.0,35000.0,40000.0,EGP,Month,"['Odoo Development, Odoo Erp, Odoo, Sw Development, Program Development, Web Development']",,6,IT/Software Development
Senior JD Edwards Developer,Chemipharm,Giza,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),5,10,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Science, Information Technology (It), Oracle Jd Edwards, Jd Edwards, Jde E1 Development, Erp Systems, Sql, Business Process Analysis, System Integration, Problem-Solving, Technical Documentation']",Communication,11,IT/Software Development
Senior Business Analyst,Egabi FSI,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Analyst/Research,Data/Analytics,Experienced (Non-Manager),4,4,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Business Analyst, Business Analysis, Information Technology (It), English, Testing, Analysis, Analytical, Product Owner']",Communication Skills,8,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology
Senior Backend Developer (PHP Laravel),مهارة طفل,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),5,5,Bachelor's Degree,Part Time,Fully Remote,False,True,False,True,False,False,False,,,,,,,"['Saas, Php Programming, Laravel, Mysql, Api Integration, Git, Backend Development, Aws']",,8,IT/Software Development
Senior C# .NET Desktop Developer (WinForms) – High-Performance Applications,Anzemah,Giza,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,10,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Object Oriented Programming, Databases, Db2, Crystal Reports, .Net, Desktop Applications']",,6,IT/Software Development | Engineering - Telecom/Technology
Android Developer,Confidential,Cairo,True,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,4,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Information Technology (It), Android, Android Sdk, Java, Kotlin, Mobile Development, Apis, Git, Telecom Engineering, Sdk, English']",,11,IT/Software Development | Engineering - Telecom/Technology
Senior Cloud / IT Systems Architecture Engineer,K Line Europe,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),7,10,No Degree Requirement Listed,Full Time,Hybrid,True,False,False,False,True,False,True,8000.0,10000.0,8000.0,10000.0,EGP,Month,"['Aws Cloud, System Administration, Cloud Technology, Network Administration, Linux Operating System, Vmware, Hyper-V, Citrix']",,8,IT/Software Development
Front End Developer (Mid-Level),Afaqy,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,3,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Information Technology (It), Angular, Javascript, Webpack, Sass, Api, Rxjs, Jest, Computerengineering, Es6']",,10,IT/Software Development | Engineering - Telecom/Technology
Data Engineer,Sana Commerce,Alexandria,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),8,8,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,True,19729.0,22054.0,90753.4,101448.4,EUR,Year,"['Machine Learning, Artificial Intelligence (Ai), Data Engineering']",,3,IT/Software Development | Engineering - Telecom/Technology
Enterprise NOC Senior Engineer,Etisalat Egypt,Giza,False,2026-02-18 00:00:00,60,Customer,Customer Service/Support,IT Support,Experienced (Non-Manager),3,5,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,True,10000.0,12000.0,10000.0,12000.0,EGP,Month,"['Ccna, Ccnp, Noc, Enterprise Network Support']",,4,Customer Service/Support | IT/Software Development | Engineering - Telecom/Technology
Software Engineer,Ayra AI,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,7,Bachelor's Degree,Full Time,Fully Remote,True,False,False,True,False,False,True,40000.0,50000.0,40000.0,50000.0,EGP,Month,"['Software Engineering, Full Stack Development, Cad Software, Autocad Software, Java Software Development']",,5,IT/Software Development
Application Support Engineer,Saudi German Hospital,Cairo,False,2026-02-18 00:00:00,60,Installation/Maintenance/Repair,Installation/Maintenance/Repair,Field/Support IT,Experienced (Non-Manager),3,5,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Sql Server, Networking, Ticketing Systems, Microsoft Applications']",,4,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology
Mid UI/UX Designer,Vertex Technologies,Cairo,False,2026-02-18 00:00:00,60,Creative/Design/Art,Creative/Design/Art,Design/UX,Experienced (Non-Manager),3,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Ui/Ux, Ui Design, User Interface (Ui), Ux Design, Unix/Linux, User Experience (Ux)']",,6,Creative/Design/Art | IT/Software Development
Mid/Senior Full Stack PHP Developer,Vertex Technologies,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Php, Laravel, Mysql, React, Next.Js, Vue.Js, Postgresql, Rest, Graphql']",,9,IT/Software Development
Mid React Developer,Vertex Technologies,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['English B2, Javascript, React, Typescript, Html, Css, Redux, Zustand, Mobx, React Query, Agile Methodology']",,11,IT/Software Development
Senior Application Support Engineer – Enterprise Workforce Systems,Advanced Solutions,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),4,7,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Microsoft Sql Server, Oracle, Configure, Install, Troubleshoot, Iis, Integration, Application Support, Technical Support, Application, Software Implementation, Asp.Net Core, Middleware, Incident Management, Log Analysis, Workforce Management, Access Control, Gcc Projects, Active Directory, Application Deployment & Release Management, Ssl, System Support, Tcp/Ip, Sql Server, Zoho Crm']",,25,IT/Software Development
Mobile Application Developer,Elmadf,Giza,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,7,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Mobile Application Development, Restful Apis, Ui/Ux, Mysql, Postgresql, Ios Development, Android']",,7,IT/Software Development | Engineering - Telecom/Technology
Application Support Engineer (Enterprise Systems),Confidential,Cairo,True,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,7,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Application Support Engineer, Technical Support Engineer, Microsoft Iis (Deployment, Application Pools, Hosting), Microsoft Sql Server (Jobs, Stored Procedures, Performance Tuning, Troubleshooting), Windows Server Administration, Web Applications Support & Maintenance, Ssl Certificates Installation & Https Configuration, Active Directory, System Support Engineer, Iis, Sql Server, Application Support, Microsoft Active Directory, Ssl, Https, Tcp/Ip, Dns Server, Troubleshooting, System Troubleshooting, Deployment, Software Deployment, Project Implementation, Server Integration, Systems Integration, Sql, Oracle']",,31,IT/Software Development
IT Engineer,Food Alliance,Monufya,False,2026-02-18 00:00:00,60,Installation/Maintenance/Repair,Installation/Maintenance/Repair,Field/Support IT,Experienced (Non-Manager),3,5,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Strong Knowledge Of It Infrastructure, Networking, And System, Administration Experience With Windows / Linux Servers And Virtualization Technologies Proficiency In Database Management (Sql Server, Mysql, Or Oracle), Familiarity With Cybersecurity Principles And Data Protection']",,7,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology
Product Engineer,AlZamel for consultation,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),5,7,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Mern, Product Development Lifecycle Management, Team Leadership, Agile Methodologies, Ci/Cd Practices, Rest Apis, Openapi, Graphql, Kubernetes, Docker, React, Next.Js, Node.Js, React Native, Postgresql, Prisma']",,16,IT/Software Development
Full Stack Team Lead - MERN Stack,AlZamel for consultation,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),5,7,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Mern, Node.Js, Typescript, Mern Stack, React, Mongodb, Express.Js, Javascript, Restful Apis, Agile Development, Git, Software Architecture, Team Leadership, Problem-Solving, Communication']",,15,IT/Software Development | Engineering - Telecom/Technology
Senior Full Stack Developer .Net + Angular,ICIS,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),5,5,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Computer Science, Information Technology (It), Oracle, Sql, Asp.Net, Mvc, Html5, Css, Ajax, Jquery, Javascript, Xml, Angularjs, Web Development, Web Design, .Net, Angular 6, Html, Css3, Wireframes, Visual Design, Git, Vsts, Angular, React, Software Development']",,26,IT/Software Development | Engineering - Telecom/Technology
Business Analyst,Electro Pi,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Analyst/Research,Data/Analytics,Experienced (Non-Manager),3,5,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Business Analysis, Requirements Gathering, Process Improvement & Workflow Optimization, Agile & Scrum Methodologies, Stakeholder Management, Technical Specification & System Analysis, Familiarity With Ai / Machine Learning Concepts, Product Requirements Definition For Tech/Ai Projects, Jira & Confluence, Communication & Presentation Skills, Problem Solving & Critical Thinking']",,11,IT/Software Development | Analyst/Research
Department Coordinator/Data Entry,Misr Elhegaz Group,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),1,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Coordination, Data Entry, Erp System, Hr Systems']",,4,IT/Software Development | Engineering - Telecom/Technology
PHP & JS Developer - Remotely,PikoTV A.S.,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,5,No Degree Requirement Listed,Full Time,Fully Remote,True,False,False,True,False,False,False,,,,,,,"['Php, Javascript, Html5, Css3, React.Js Or Vue.Js, Restful Apis']",,6,IT/Software Development
Intune Support Engineer,Techmahindra,Giza,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,5,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Sccm, Intune, Mdm/Mam, Azure Ad, Conditional Access, Md102, Az900, Autopilot, Windows 10/11, Ios, Android, Windows Autopilot, Powershell']",,13,IT/Software Development | Engineering - Telecom/Technology
Intune & SCCM Support Engineer – German Speaker,Techmahindra,Giza,False,2026-02-18 00:00:00,60,Customer,Customer Service/Support,IT Support,Experienced (Non-Manager),3,7,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Sccm, Intune, Mdm/Mam, Azure Ad, Conditional Access, Md102, Md101, Az900, Itsm, Servicenow, Autopilot, Modern Management, German']",,13,Customer Service/Support | IT/Software Development | Engineering - Telecom/Technology
Intune & SCCM Support Engineer – French Speaker,Techmahindra,Giza,False,2026-02-18 00:00:00,60,Customer,Customer Service/Support,IT Support,Experienced (Non-Manager),3,7,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Sccm, Intune, French, Mdm/Mam, Azure Ad, Conditional Access, Md102, Md101, Az900, Itsm, Servicenow, Autopilot, Modern Management']",,13,Customer Service/Support | IT/Software Development | Engineering - Telecom/Technology
IDMC Informatica Data Management Cloud Developer,Efada Technology,Cairo,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),4,4,Bachelor's Degree,Full Time,Fully Remote,True,False,False,True,False,False,False,,,,,,,"['Informatica, Data Management, Microsoft Certified Solutions Developer, Program Development']",,4,IT/Software Development | Engineering - Telecom/Technology
Low Current Engineer,Roya Developments,Alexandria,False,2026-02-18 00:00:00,60,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,2,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Low Current Engineer, Elv Systems, Fiber Network, Utp Network, Cctv System']",,5,IT/Software Development | Engineering - Telecom/Technology
